computer_name;test_type;avg(test_result);CPU_BENCH;CPU_BENCH_SINGLE;RAM;DISK;N_CPU;N_CPU_SINGLE;N_RAM;N_DISK;N_TIME (чем меньше, тем лучше);t_cnt_mult;t_cnt_single;div_mult;div_single
example_comp2;7ZIP_CODE_EXTRACTING;38880,5;1707;1615;4096;2941;1;1;1;1;1;38880,5;38880,5;0;0
example_comp2;7ZIP_VIDEO_EXTRACTING;16927;1707;1615;4096;2941;1;1;1;1;1;16927;16927;0;0
example_comp2;EXCEL_TEST_READ;57113,3333;1707;1615;4096;2941;1;1;1;1;1;57113,3333;57113,3333;0;0
example_comp2;EXCEL_TEST_WRITE;109175,8333;1707;1615;4096;2941;1;1;1;1;1;109175,8333;109175,8333;0;0
example_comp2;WORD_TEST_READ;129170,1667;1707;1615;4096;2941;1;1;1;1;1;129170,1667;129170,1667;0;0
example_comp2;WORD_TEST_WRITE;50969;1707;1615;4096;2941;1;1;1;1;1;50969;50969;0;0
